day,date,time,beg_time,end_time,location,id,session,type,sponsor,url,beg_time_round,end_time_round
Fri,7/27/2018,8:00 AM - 5:00 PM,8:00 AM,5:00 PM,F-Malaspina,216641,ASA Board of Directors Meeting (Closed),Other,ASA Board of Directors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216641,8,17
Fri,7/27/2018,8:00 AM - 5:00 PM,8:00 AM,5:00 PM,F-Burrard Suite,216643,ASA Board of Directors Meeting -  Break-Out 1,Other,ASA Board of Directors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216643,8,17
Fri,7/27/2018,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,F-Douglas Boardroom,216645,ASA Board of Directors Meeting -  Break-Out 2,Other,ASA Board of Directors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216645,8,16
Sat,7/28/2018,7:00 AM - 5:00 PM,7:00 AM,5:00 PM,F-Mackenzie I,216424,ACTStat 2018 Annual Meeting,Other,Association of Clinical and Translational Statisticians (formerly GCRC),http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216424,7,17
Sat,7/28/2018,7:30 AM - 6:00 PM,7:30 AM,6:00 PM,CC-West Ballroom Foyer,216194,JSM Main Registration,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216194,7,18
Sat,7/28/2018,7:30 AM - 6:00 PM,7:30 AM,6:00 PM,CC-West Ballroom Foyer,216661,JSM Help Desk/Press Desk,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216661,7,18
Sat,7/28/2018,7:30 AM - 6:00 PM,7:30 AM,6:00 PM,CC-West Ballroom Foyer,216718,Cyber Center,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216718,7,18
Sat,7/28/2018,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,F-Mackenzie II,216635,Preparing Graduate Students to Teach Statistics and Data Science,Other,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216635,8,16
Sat,7/28/2018,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,F-Malaspina,216642,ASA Board of Directors Meeting (Closed),Other,ASA Board of Directors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216642,8,16
Sat,7/28/2018,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,F-Burrard Suite,216644,ASA Board of Directors Meeting -  Break-Out 1,Other,ASA Board of Directors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216644,8,16
Sat,7/28/2018,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,F-Douglas Boardroom,216646,ASA Board of Directors Meeting -  Break-Out 2,Other,ASA Board of Directors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216646,8,16
Sat,7/28/2018,8:00 AM - 5:00 PM,8:00 AM,5:00 PM,CC-West Hall B,216696,Exhibitor Move-In and Lounge,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216696,8,17
Sat,7/28/2018,8:00 AM - 12:00 PM,8:00 AM,12:00 PM,CC-East 11,,Shiny Essentials (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,12
Sat,7/28/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 1,,Master the Tidyverse: An Introduction to R for Data Science (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sat,7/28/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 8,,Joint Modeling of Longitudinal and Time-to-Event Data (ADDED FEE),Professional Development,"ASA, Biometrics Section",https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sat,7/28/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 12,,"Bayesian Thinking: Fundamentals, Computation, and Multilevel Modeling (ADDED FEE)",Professional Development,"ASA, Section on Bayesian Statistical Science",https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sat,7/28/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 13,,Propensity Score Methods: Concepts and Applications (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sat,7/28/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 2/3,,Advanced R (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sat,7/28/2018,9:00 AM - 5:00 PM,9:00 AM,5:00 PM,CC-West 108,216585,Meeting of IDSSP Curriculum Team,Other,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216585,9,17
Sat,7/28/2018,9:00 AM - 5:00 PM,9:00 AM,5:00 PM,CC-West Hall A,216727,JSM Career Service (Job Posting and Resume Submission Only),Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216727,9,17
Sat,7/28/2018,10:00 AM - 5:00 PM,10:00 AM,5:00 PM,CC-West Ballroom Foyer,216771,Vancouver Restaurant & Tourism Information,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216771,10,17
Sat,7/28/2018,1:00 PM - 5:00 PM,1:00 PM,5:00 PM,CC-East 11,,Introduction to the Design of Cluster Randomized Trials (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,13,17
Sat,7/28/2018,1:00 PM - 6:30 PM,1:00 PM,6:30 PM,CC-East 15,,Preparing Statisticians for Leadership: How to See the Big Picture and Have More Influence (ADDED FEE),Professional Development,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/https://www.amstat.org/EventDetail?Eventkey=JSM2018,13,19
Sat,7/28/2018,2:00 PM - 3:30 PM,2:00 PM,3:30 PM,F-Cheakamus,216547,ASA Task Force on Sexual Harassment (Closed),Other,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216547,14,16
Sun,7/29/2018,7:00 AM - 1:00 PM,7:00 AM,1:00 PM,F-Mackenzie I,216425,ACTStat 2018 Annual Meeting,Other,Association of Clinical and Translational Statisticians (formerly GCRC),http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216425,7,13
Sun,7/29/2018,7:00 AM - 8:30 AM,7:00 AM,8:30 AM,F-Burrard Suite,216461,CHANCE Business Meeting,Other,CHANCE,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216461,7,9
Sun,7/29/2018,7:30 AM - 8:30 PM,7:30 AM,8:30 PM,CC-West Ballroom Foyer,216195,JSM Main Registration,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216195,7,21
Sun,7/29/2018,7:30 AM - 5:00 PM,7:30 AM,5:00 PM,F-Cheakamus,216455,NISS Writing Workshop,Other,NISS/ASA Writing Workshop,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216455,7,17
Sun,7/29/2018,7:30 AM - 10:00 AM,7:30 AM,10:00 AM,F-Malaspina,216602,Joint COP-Editors Meeting,Other,Committee on Publications,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216602,7,10
Sun,7/29/2018,7:30 AM - 8:30 PM,7:30 AM,8:30 PM,CC-West Ballroom Foyer,216681,JSM Help Desk/Press Desk,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216681,7,21
Sun,7/29/2018,7:30 AM - 8:30 PM,7:30 AM,8:30 PM,CC-West Ballroom Foyer,216720,Cyber Center,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216720,7,21
Sun,7/29/2018,8:00 AM - 4:00 PM,8:00 AM,4:00 PM,F-Terrace Room,216420,GSS LT - JSM Working Group ,Other,Eli Lilly and Company,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216420,8,16
Sun,7/29/2018,8:00 AM - 5:30 PM,8:00 AM,5:30 PM,CC-West Hall B,216737,Exhibitor Lounge,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216737,8,18
Sun,7/29/2018,8:00 AM - 11:00 AM,8:00 AM,11:00 AM,CC-West Hall B,216753,Exhibitor Move-In,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216753,8,11
Sun,7/29/2018,8:00 AM - 12:00 PM,8:00 AM,12:00 PM,CC-East 13,,Statistical and Computational Methods and Software for Microbiome and Metagenomics and Applications (ADDED FEE),Professional Development,"ASA, Section on Statistics in Genomics and Genetics",https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,12
Sun,7/29/2018,8:00 AM - 12:00 PM,8:00 AM,12:00 PM,CC-East 15,,Preparing Statisticians for Leadership: How to See the Big Picture and Have More Influence (ADDED FEE),Professional Development,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,12
Sun,7/29/2018,8:30 AM - 11:30 AM,8:30 AM,11:30 AM,CC-East 20,216519,Council of Sections Governing Board Business Meeting,Other,Council of Sections Governing Board,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216519,8,12
Sun,7/29/2018,8:30 AM - 12:30 PM,8:30 AM,12:30 PM,CC-East 18,216544,Workshop for Department Chairs,Other,ASA Caucus of Academic Representatives,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216544,8,13
Sun,7/29/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 1,,Master the Tidyverse: An Introduction to R for Data Science (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sun,7/29/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 8,,Regression Modeling Strategies (ADDED FEE),Professional Development,"ASA, Biometrics Section",https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sun,7/29/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 12,,Art and Practice of Regression Trees and Forests (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sun,7/29/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 11,,Practical Considerations for Bayesian and Frequentist Adaptive Clinical Trials (ADDED FEE),Professional Development,"ASA, Section on Bayesian Statistical Science",https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sun,7/29/2018,8:30 AM - 5:00 PM,8:30 AM,5:00 PM,CC-East 2/3,,Data Science Workflows Using R and Spark (ADDED FEE),Professional Development,ASA,https://www.amstat.org/EventDetail?Eventkey=JSM2018,8,17
Sun,7/29/2018,9:00 AM - 10:30 AM,9:00 AM,10:30 AM,F-Nootka,216567,Caucus for Women in Statistics Governing Council Meeting,Other,Caucus for Women in Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216567,9,11
Sun,7/29/2018,9:00 AM - 7:00 PM,9:00 AM,7:00 PM,CC-West 103/104,216697,Speaker Management Room,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216697,9,19
Sun,7/29/2018,10:00 AM - 5:00 PM,10:00 AM,5:00 PM,CC-West Ballroom Foyer,216772,Vancouver Restaurant & Tourism Information,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216772,10,17
Sun,7/29/2018,10:30 AM - 12:30 PM,10:30 AM,12:30 PM,CC-West 118,CE_41P,JSM Presentation Skills Workshop (FREE - NO REGISTRATION REQUIRED),Professional Development,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215979,10,13
Sun,7/29/2018,11:00 AM - 2:00 PM,11:00 AM,2:00 PM,F-Princess Louisa Suite,216450,NISS Affiliate Lunch Meeting,Other,National Institute of Statistical Sciences,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216450,11,14
Sun,7/29/2018,11:00 AM - 12:30 PM,11:00 AM,12:30 PM,F-Douglas Boardroom,216591,Journal of Statistics Education Meeting,Other,JSE-Journal of Statistics Education,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216591,11,13
Sun,7/29/2018,12:00 PM - 1:30 PM,12:00 PM,1:30 PM,CC-East 7,216633,Sankhya Editorial Board Meeting (Closed),Other,Sankhya Editorial Board,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216633,12,14
Sun,7/29/2018,12:15 PM - 1:45 PM,12:15 PM,1:45 PM,CC-West 114,216482,Funding Opportunities for Statisticians,Other,Committee on Funded Research,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216482,12,14
Sun,7/29/2018,12:30 PM - 2:00 PM,12:30 PM,2:00 PM,F-Sechelt Room,216549,Leadership Support Council Business Meeting,Other,Leadership Support Council,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216549,12,14
Sun,7/29/2018,12:30 PM - 2:00 PM,12:30 PM,2:00 PM,CC-West Ballroom D,216594,First-Time Attendee Orientation and Reception,Other,"ASA, Caucus for Women in Statistics",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216594,12,14
Sun,7/29/2018,12:30 PM - 1:50 PM,12:30 PM,1:50 PM,CC-West 201,,SPAIG Committee Speaker with Lunch (Added Fee),Roundtable,"Stats. Partnerships Among Academe Indust. & Govt. Committee, Significance Magazine",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/https://www.amstat.org/EventDetail?Eventkey=JSM2018,12,14
Sun,7/29/2018,1:00 PM - 4:00 PM,1:00 PM,4:00 PM,F-Waterfront Ballroom A,216520,Council of Sections Opening Business Meeting,Other,Council of Sections,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216520,13,16
Sun,7/29/2018,1:00 PM - 6:00 PM,1:00 PM,6:00 PM,CC-West Hall B,216668,EXPO 2018,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216668,13,18
Sun,7/29/2018,1:00 PM - 6:00 PM,1:00 PM,6:00 PM,CC-West Hall B,216669,ASA Booth #400,Other,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216669,13,18
Sun,7/29/2018,1:00 PM - 6:00 PM,1:00 PM,6:00 PM,CC-West Hall B,216723,ASA Store,Other,ASA,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216723,13,18
Sun,7/29/2018,1:00 PM - 6:00 PM,1:00 PM,6:00 PM,CC-West Hall A,216728,JSM Career Service,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216728,13,18
Sun,7/29/2018,1:00 PM - 2:00 PM,1:00 PM,2:00 PM,CC-West Hall B,216775,Spotlight Vancouver Kick-Off  (while supplies last),Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216775,13,14
Sun,7/29/2018,1:00 PM - 6:00 PM,1:00 PM,6:00 PM,CC-West Hall B,216818,JSM Data Art Show,Other,JSM,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216818,13,18
Sun,7/29/2018,2:00 PM - 3:30 PM,2:00 PM,3:30 PM,F-Malaspina,216543,CAR Business Meeting,Other,ASA Caucus of Academic Representatives,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216543,14,16
Sun,7/29/2018,2:00 PM - 3:30 PM,2:00 PM,3:30 PM,F-Burrard Suite,216550,Professional Issues and Visibility Council Business Meeting,Other,Committee Councils (Professional Issues and Visibility),http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=216550,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West Ballroom A,2,Introductory Overview Lecture: The Deep Learning Revolution,Invited Special Presentation,JSM Partner Societies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215835,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 301,3,Remembering Stephen E. Fienberg,Invited Papers,"Memorial, Social Statistics Section, History of Statistics Interest Group, Survey Research Methods Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215007,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-East 16,4,"Transparency, Reproducibility and Replicability in Work with Social and Economic Data",Invited Papers,"Government Statistics Section, Social Statistics Section, Survey Research Methods Section, Section on Statistical Computing",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215027,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-East 19,5,Strategic Planning and Vision Building for the Statistics Profession: Are Existing Databases Underutilized?,Invited Papers,"Social Statistics Section, IMS, Conference Board of the Mathematical Sciences, SSC, Caucus for Women in Statistics",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215041,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 121,6,Recent Advance of Nonparametric and Semiparametric Techniques with Complex Data Structure,Invited Papers,"Section on Nonparametric Statistics, ENAR, Biometrics Section, SSC",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215060,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 110,7,Bayesian Nonparametrics in Causal Inference,Invited Papers,"Section on Bayesian Statistical Science, Biometrics Section, ENAR",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215121,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 120,8,Computational Methods and Bayesian Inference for Networks,Invited Papers,Council of Chapters,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215138,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 202,9,Data Science Education - Successes and Challenges: Stories from the Classroom and Beyond ,Invited Papers,"Journal of Statistics Education, Business Analytics/Statistics Education Interest Group, Section on Statistical Education",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215165,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 122,10,State Space Assessment Models for Complex Fisheries and Biological Data,Invited Papers,"Canadian Statistical Sciences Institute, SSC",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215202,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 206/207,11,Daunting Challenges and Innovative Solutions for Big Data Analysis ,Invited Papers,"Section on Statistical Computing, Caucus for Women in Statistics, Section on Statistical Learning and Data Science, SSC, Social Statistics Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215225,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 224,12,Novel Statistical Methods for Analyzing Electronic Health Records and Biobank Data,Invited Papers,"WNAR, International Chinese Statistical Association, ENAR",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215261,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 222,13,Integrative Approaches for Analysis of Complex Phenotype and DNA Sequence Data,Invited Papers,"ENAR, WNAR, Section on Statistics in Genomics and Genetics",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215274,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 114,14,Translational Methods for the Assessment of Brain Function,Invited Papers,Section on Statistics in Imaging,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215359,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 109,15,Medallion Lecture I,Invited Papers,IMS,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215397,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 118,16,Big Data Detectives: Improving Human Health Through Informing Policy,Invited Panel,"Health Policy Statistics Section, Biopharmaceutical Section, Biometrics Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215160,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 306,17,Dose Selection and PDUFA VI: Advancing the Model Based Drug Development in Regulatory Environment,Topic Contributed Papers,"Biopharmaceutical Section, Society for Clinical Trials, Health Policy Statistics Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215106,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 215/216,18,Survival Analysis Developments for Improving Medical Decision Making,Topic Contributed Papers,"ENAR, Biometrics Section, Lifetime Data Analysis Interest Group",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215268,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 203,19,Powerful and Practical Skills for Statistical Professionals: Selected Presentations from CSP,Topic Contributed Papers,Conference on Statistical Practice Steering Committee,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215315,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 214,20,Statistical Considerations for Using Historical Controls in Clinical Trials,Topic Contributed Papers,"Biopharmaceutical Section, Biometrics Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215348,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 217,21,Spatial and Spatio-Temporal Statistics for Biomedical and Epidemiological Studies,Topic Contributed Papers,Biometrics Section,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215501,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 210,22,The World of Data Analysis Professionals ,Topic Contributed Papers,"Section for Statistical Programmers and Analysts, Section on Statistical Learning and Data Science, Business Analytics/Statistics Education Interest Group",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215519,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 205,23,Recents Advances in Statistical Learning and Network Data Analysis,Topic Contributed Papers,"Section on Statistical Learning and Data Science, SSC",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215521,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 117,24,Assisting Natural Resource Agencies with Improved Inferences on Ecological Processes,Topic Contributed Papers,"Section on Statistics and the Environment, Survey Research Methods Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215532,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-East 14,25,Recent Research on Current Population Survey,Topic Contributed Papers,"Survey Research Methods Section, Government Statistics Section, Social Statistics Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215555,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 116,26,Leading to Quantitative Literacy,Topic Contributed Papers,"Section on Teaching of Statistics in the Health Sciences, Committee on Professional Ethics, Committee on Applied Statisticians, Section on Statistical Education",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215591,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 213,27,SPEED: Survival Analysis,Contributed Speed,"Biometrics Section, Section on Statistics in Epidemiology, Section on Risk Analysis",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215605,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 208,28,"SPEED: A Mixture of Topics in Health, Computing, and Imaging",Contributed Speed,"Mental Health Statistics Section,  Section on Statistical Computing,  Section on Statistics in Imaging, Section on Statistical Learning and Data Science, SSC, Section on Physical and Engineering Sciences, Section for Statistical Programmers and Analysts",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215806,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 212,29,SPEED: An Ensemble of Advances in Genomics and Genetics,Contributed Speed,"Section on Statistics in Genomics and Genetics, ENAR, SSC, Section on Risk Analysis, Section on Statistical Computing, Biometrics Section",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215807,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 209,30,SPEED: Statistics and Econometrics,Contributed Speed,"Business and Economic Statistics Section, Quality and Productivity Section, Section on Statistical Graphics, Transportation Statistics Interest Group, Section on Statistics in Marketing, Business Analytics/Statistics Education Interest Group",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215813,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 218,31,Categorical Data,Contributed Papers,Biometrics Section,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215615,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 219,32,Longitudinal/Correlated Data I,Contributed Papers,Biometrics Section,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215628,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 115,33,Applications in Time Series Analysis,Contributed Papers,Business and Economic Statistics Section,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215633,14,16
Sun,7/29/2018,2:00 PM - 3:50 PM,2:00 PM,3:50 PM,CC-West 112,34,Linear Models for Large or Complex Data,Contributed Papers,IMS,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/ActivityDetails.cfm?SessionID=215650,14,16
